instrument_token,tradingsymbol,name,exchange
579841,705WB31-SG,SDL WB 7.05% 2031,NSE
580097,707AS31-SG,SDL AS 7.07% 2031,NSE
580609,MOTOGENFIN,MOTOR & GENERAL FINANCE L,NSE
582401,IRISDOREME,IRIS CLOTHINGS,NSE
582913,MRF,MRF,NSE
584449,MRPL,MRPL,NSE
585985,HLEGLAS,HLE GLASCOAT,NSE
587265,MTNL,MAHANAGAR TELEPHONE NIGAM,NSE
589569,HAL,HINDUSTAN AERONAUTICS,NSE
590593,MUNJALSHOW,MUNJAL SHOWA,NSE
591617,BESTAGRO-BE,BEST AGROLIFE,NSE
592129,MURUDCERA,MURUDESHWAR CERAMICS,NSE
592897,HEIDELBERG,HEIDELBERGCEMENT (I),NSE
593153,676GS2061-GS,GOI LOAN  6.76% 2061,NSE
593665,NCC,NCC,NSE
593921,SMCGLOBAL,SMC GLOBAL SECURITIES,NSE
595969,CPSEETF,CPSE ETF,NSE
596737,JAYNECOIND,JAYASWAL NECO INDUSTR,NSE
602369,NURECA-BE,NURECA,NSE
602625,KBCGLOBAL,KBC GLOBAL,NSE
605441,GIRIRAJ-SM,GIRIRAJ CIVIL DEVP,NSE
607233,63PY26-SG,SDL PY 6.3% 2026,NSE
607745,67AS27-SG,SDL AS 6.7% 2027,NSE
609281,708CG29-SG,SDL CG 7.08% 2029,NSE
609537,707GJ31-SG,SDL GJ 7.07% 2031,NSE
610049,708MH31-SG,SDL MH 7.08% 2031,NSE
610305,719SK31-SG,SDL SK 7.19% 2031,NSE
610561,NAVNETEDUL,NAVNEET EDUCATION,NSE
610817,72GA31-SG,SDL GA 7.2% 2031,NSE
611073,72UP31-SG,SDL UP 7.2% 2031,NSE
611329,NELCO,NELCO,NSE
611585,724AS31-SG,SDL AS 7.24% 2031,NSE
612097,72JH35-SG,SDL JH 7.2% 2035,NSE
612865,734TR36-SG,SDL TR 7.34% 2036,NSE
613121,722AP37-SG,SDL AP 7.22% 2037,NSE
613633,SANDHAR,SANDHAR TECHNOLOGIES,NSE
613889,722KA38-SG,SDL KA 7.22% 2038,NSE
614401,735KA39-SG,SDL KA 7.35% 2039,NSE
615425,735KA40-SG,SDL KA 7.35% 2040,NSE
615937,NEULANDLAB,NEULAND LAB,NSE
616193,718HR41-SG,SDL HR 7.18% 2041,NSE
617473,PEL,PIRAMAL ENTERPRISES,NSE
617729,722RJ41-SG,SDL RJ 7.22% 2041,NSE
617985,723WB41-SG,SDL WB 7.23% 2041,NSE
619777,NILKAMAL,NILKAMAL,NSE
622337,RAILTEL,RAILTEL CORP OF IND,NSE
623361,CONSUMBEES,NIP IND ETF CONSUMPTION,NSE
624385,NKIND,NK INDUSTRIES,NSE
625153,NOCIL,NOCIL,NSE
628225,CENTRUM,CENTRUM CAPITAL,NSE
630529,MIDHANI,MISHRA DHATU NIGAM,NSE
632833,OILCOUNTUB,OIL COUNTRY TUBULAR,NSE
633601,ONGC,OIL AND NATURAL GAS CORP.,NSE
635137,ONWARDTEC,ONWARD TECHNOLOGIES,NSE
638209,ORIENTHOT,ORIENT HOTELS,NSE
638721,SILGO-BE,SILGO RETAIL,NSE
638977,ORIENTPPR,ORIENT PAPER AND INDS,NSE
643329,BCLIND,BCL INDUSTRIES,NSE
643585,OSWALAGRO,OSWAL AGRO MILLS,NSE
647937,CONTI-SM,CONTINENTAL SEED CHEM,NSE
648961,PGHH,P&G HYGIENE & HEALTH CARE,NSE
649473,702KL28-SG,SDL KL 7.02% 2028,NSE
649985,702HR29-SG,SDL HR 7.02% 2029,NSE
650753,704MH29-SG,SDL MH 7.04% 2029,NSE
651521,715RJ31-SG,SDL RJ 7.15% 2031,NSE
652289,717AS31-SG,SDL AS 7.17% 2031,NSE
653057,717ML31-SG,SDL ML 7.17% 2031,NSE
653313,719UP31-SG,SDL UP 7.19% 2031,NSE
654593,723PN31-SG,SDL PN 7.23% 2031,NSE
655361,724RJ36-SG,SDL RJ 7.24% 2036,NSE
655873,HUHTAMAKI,HUHTAMAKI INDIA,NSE
656129,724JK36-SG,SDL JK 7.24% 2036,NSE
656897,729KA36-SG,SDL KA 7.29% 2036,NSE
659201,729KA37-SG,SDL KA 7.29% 2037,NSE
659969,722KA38A-SG,SDL KA 7.22% 2038,NSE
660737,725TS41-SG,SDL TS 7.25% 2041,NSE
661505,72RJ46-SG,SDL RJ 7.2% 2046,NSE
664321,3PLAND,3P LAND HOLDINGS,NSE
665089,AMJLAND,AMJ LAND HOLDINGS,NSE
665345,PARTYCRUS-SM,PARTY CRUISERS,NSE
667137,LEMONTREE,LEMON TREE HOTELS,NSE
668161,PEARLPOLY,PEARL POLYMERS,NSE
669697,SEAMECLTD,SEAMEC,NSE
670721,HERANBA-BE,HERANBA INDUSTRIES,NSE
672513,IT,KOTAKMAMC - KOTAKIT,NSE
674817,DIVOPPBEES,NIP IND ETF DIV OPP,NSE
676609,PFIZER,PFIZER,NSE
677121,DRCSYSTEMS,DRC SYSTEMS INDIA,NSE
678145,PCBL,PCBL CHEMICAL,NSE
679937,729KA39-SG,SDL KA 7.29% 2039,NSE
680193,725WB41-SG,SDL WB 7.25% 2041,NSE
680705,72TS51-SG,SDL TS 7.2% 2051,NSE
681985,PIDILITIND,PIDILITE INDUSTRIES,NSE
682753,VERA-ST,VERA SYNTHETIC,NSE
683009,702PN28-SG,SDL PN 7.02% 2028,NSE
683521,702MH29-SG,SDL MH 7.02% 2029,NSE
683777,708GJ31-SG,SDL GJ 7.08% 2031,NSE
684289,713RJ31-SG,SDL RJ 7.13% 2031,NSE
685057,717UP31-SG,SDL UP 7.17% 2031,NSE
685825,718MN31-SG,SDL MN 7.18% 2031,NSE
686337,718SK31-SG,SDL SK 7.18% 2031,NSE
686849,727MZ33-SG,SDL MZ 7.27% 2033,NSE
687873,POLYPLEX,POLYPLEX CORPORATION,NSE
688129,728JH36-SG,SDL JH 7.28% 2036,NSE
688641,729TR36-SG,SDL TR 7.29% 2036,NSE
688897,724KA37-SG,SDL KA 7.24% 2037,NSE
689409,724KA38-SG,SDL KA 7.24% 2038,NSE
692481,PRAJIND,PRAJ INDUSTRIES,NSE
693249,PRAKASH,PRAKASH INDUSTRIES,NSE
693505,MTARTECH,MTAR TECHNOLOGIES,NSE
694017,PRECOT,PRECOT,NSE
695297,BUTTERFLY,BTRFLY GANDHI APPL,NSE
695553,PRECWIRE,PRECISION WIRES INDIA,NSE
696577,711GJ31-SG,SDL GJ 7.11% 2031,NSE
699649,643AS26-SG,SDL AS 6.43% 2026,NSE
700161,699KA28-SG,SDL KA 6.99% 2028,NSE
701185,PRSMJOHNSN,PRISM JOHNSON,NSE
701441,706CG29-SG,SDL CG 7.06% 2029,NSE
702209,714HR31-SG,SDL HR 7.14% 2031,NSE
702465,715RJ31A-SG,SDL RJ 7.15% 2031,NSE
702977,716GA31-SG,SDL GA 7.16% 2031,NSE
705537,716ML31-SG,SDL ML 7.16% 2031,NSE
706305,716UP31-SG,SDL UP 7.16% 2031,NSE
707073,719WB36-SG,SDL WB 7.19% 2036,NSE
708609,719KA39-SG,SDL KA 7.19% 2039,NSE
709377,719KA40-SG,SDL KA 7.19% 2040,NSE
712449,JUBLINGREA,JUBILANT INGREVIA,NSE
714753,EASEMYTRIP,EASY TRIP PLANNERS,NSE
715265,RSWM,RSWM,NSE
716545,CHEMFAB,CHEMFAB ALKALIS,NSE
719105,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,NSE
719361,SGBMR29XII-GB,2.50%GOLDBONDS2029SR-XII,NSE
720385,ARVEE,ARVEE LABORATORIES I,NSE
720897,RALLIS,RALLIS INDIA,NSE
724225,ANURAS,ANUPAM RASAYAN INDIA,NSE
726273,RANASUG,RANA SUGARS,NSE
726785,MAHICKRA-SM,MAHICKRA CHEMICAL,NSE
727297,LXCHEM,LAXMI ORGANIC INDUS,NSE
728065,RANEHOLDIN,RANE HOLDINGS,NSE
730625,CRAFTSMAN,CRAFTSMAN AUTOMATION,NSE
733697,RCF,RASHTRIYA CHEMICALS & FER,NSE
734209,HITECH,HI-TECH PIPES,NSE
734977,10IIFL28A-NE,,NSE
736513,96IIFL28A-NF,,NSE
738049,IIFLZC28-NG,,NSE
738561,RELIANCE,RELIANCE INDUSTRIES,NSE
740097,SGBMAY26-GB,2.50%GOLDBONDS2026SR-I,NSE
740353,INTERISE-IV,INTERISE TRUST,NSE
742657,672KL27-SG,SDL KL 6.72% 2027,NSE
744193,694CG29-SG,SDL CG 6.94% 2029,NSE
744705,RICOAUTO,RICO AUTO INDUSTRIES,NSE
744961,685GA31A-SG,SDL GA 6.85% 2031,NSE
745473,RIIL,RELIANCE INDUSTRIAL INFRA,NSE
745729,693SK31-SG,SDL SK 6.93% 2031,NSE
746497,686JH36-SG,SDL JH 6.86% 2036,NSE
747265,684UK31-SG,SDL UK 6.84% 2031,NSE
748033,685AR31-SG,SDL AR 6.85% 2031,NSE
748801,683WB31-SG,SDL WB 6.83% 2031,NSE
749569,684GJ31-SG,SDL GJ 6.84% 2031,NSE
750081,685AS31-SG,SDL AS 6.85% 2031,NSE
750849,863REC29-NC,,NSE
751361,861REC34-ND,,NSE
751873,685ML31-SG,SDL ML 6.85% 2031,NSE
752385,RUBYMILLS,THE RUBY MILLS,NSE
752641,686PN33-SG,SDL PN 6.86% 2033,NSE
753409,686PY34-SG,SDL PY 6.86% 2034,NSE
754433,888REC29-NF,,NSE
755969,886REC34-NG,,NSE
756481,KALYANKJIL,KALYAN JEWELLERS IND,NSE
758529,SAIL,STEEL AUTHORITY OF INDIA,NSE
760065,SAKHTISUG,SAKTHI SUGARS,NSE
760321,SURYODAY,SURYODAY SMALL FIN BK,NSE
760833,ORIENTELEC,ORIENT ELECTRIC,NSE
762881,ORTINGLOBE-BE,ORTIN GLOBAL,NSE
764673,NAZARA,NAZARA TECHNOLOGIES,NSE
764929,SANDESH,SANDESH,NSE
767233,SANGHIIND,SANGHI INDUSTRIES,NSE
768257,BSE500IETF,ICICIPRAMC - ICICI500,NSE
768513,WONDERLA,WONDERLA HOLIDAYS,NSE
769281,SUVIDHAA-BE,SUVIDHAA INFOSERVE,NSE
770305,KOHINOOR,KOHINOOR FOODS,NSE
770561,AXISTECETF,AXISAMC - AXISTECETF,NSE
772609,SAURASHCEM,SAURASHTRA CEMENT,NSE
773377,SOTL,SAVITA OIL TECHNOLO.,NSE
773633,SDL26BEES,RELCAPAMC-NETFSDL26,NSE
774145,JINDALSAW,JINDAL SAW,NSE
779521,SBIN,STATE BANK OF INDIA,NSE
780289,SCI,SHIPPING CORP OF INDIA LT,NSE
782849,618GJ26-SG,SDL GJ 6.18% 2026,NSE
783617,658GJ27-SG,SDL GJ 6.58% 2027,NSE
784129,VEDL,VEDANTA,NSE
784385,69GJ30-SG,SDL GJ 6.9% 2030,NSE
784897,SESHAPAPER,SESHASAYEE PAPER & BOARDS,NSE
785153,68UK31-SG,SDL UK 6.8% 2031,NSE
785921,68KL31-SG,SDL KL 6.8% 2031,NSE
786689,684JK31-SG,SDL JK 6.84% 2031,NSE
787457,684GA31-SG,SDL GA 6.84% 2031,NSE
787713,682KL32-SG,SDL KL 6.82% 2032,NSE
787969,SHANTIGEAR,SHANTHI GEARS,NSE
788225,698PY33-SG,SDL PY 6.98% 2033,NSE
788993,682JH34-SG,SDL JH 6.82% 2034,NSE
789249,682KL35-SG,SDL KL 6.82% 2035,NSE
789761,682PN36-SG,SDL PN 6.82% 2036,NSE
790529,INDOSTAR,INDOSTAR CAPITAL FIN,NSE
790785,699WB36-SG,SDL WB 6.99% 2036,NSE
793345,SHREDIGCEM,SHREE DIGVIJAY CEM CO,NSE
794369,SHREECEM,SHREE CEMENT,NSE
800257,SHREYANIND,SHREYANS INDUSTRIES,NSE
800513,BARBEQUE,BARBEQUE NATION HOSP.,NSE
801025,TRANSWORLD,TRANSWORLD SHIP LINES,NSE
803329,HONDAPOWER,HONDA I POWER PRODUCT,NSE
805889,SIDDHIKA-SM,SIDDHIKA COATINGS,NSE
806145,BORORENEW,BOROSIL RENEWABLES,NSE
806401,SIEMENS,SIEMENS,NSE
809473,SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,NSE
812033,GILT5YBEES,RELCAPAMC - NETFGILT5Y,NSE
815617,SKFINDIA,SKF INDIA,NSE
817409,VMARCIND-ST,V MARC INDIA,NSE
817921,675RJ31-SG,SDL RJ 6.75% 2031,NSE
818177,678AP38-SG,SDL AP 6.78% 2038,NSE
819201,678AP39-SG,SDL AP 6.78% 2039,NSE
819713,563GS2026-GS,GOI LOAN  5.63% 2026,NSE
820225,664GS2035-GS,GOI LOAN  6.64% 2035,NSE
824321,LODHA,MACROTECH DEVELOPERS,NSE
828673,JTEKTINDIA,JTEKT INDIA,NSE
828929,682ML31-SG,SDL ML 6.82% 2031,NSE
829697,678RJ31-SG,SDL RJ 6.78% 2031,NSE
830465,678JK33-SG,SDL JK 6.78% 2033,NSE
832257,NITIRAJ-BE,NITIRAJ ENGINEERS,NSE
832513,SPIC,SPIC,NSE
833793,684AR31-SG,SDL AR 6.84% 2031,NSE
834305,682RJ31-SG,SDL RJ 6.82% 2031,NSE
835841,685NL31-SG,SDL NL 6.85% 2031,NSE
836097,689TS51-SG,SDL TS 6.89% 2051,NSE
837889,SRF,SRF,NSE
839681,TEMBO-BE,TEMBO GLOBAL IND,NSE
842497,STARPAPER,STAR PAPER MILLS,NSE
842753,DEEPINDS,DEEP INDUSTRIES,NSE
845825,678MN31-SG,SDL MN 6.78% 2031,NSE
848897,MODISONLTD,MODISON,NSE
850177,SPMLINFRA,SPML INFRA,NSE
850945,SUBROS,SUBROS,NSE
851713,SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,NSE
852225,ISGEC,ISGEC HEAVY ENG,NSE
854785,SUNDARMFIN,SUNDARAM FINANCE,NSE
856321,SUNDRMFAST,SUNDRAM FASTENERS,NSE
857089,SUNFLAG,SUNFLAG IRON AND STEEL CO,NSE
857857,SUNPHARMA,SUN PHARMACEUTICAL IND L,NSE
859393,SUPERSPIN,SUPER SPINNING MILLS,NSE
860929,SUPREMEIND,SUPREME INDUSTRIES,NSE
861185,677TN31-SG,SDL TN 6.77% 2031,NSE
863489,678RJ31A-SG,SDL RJ 6.78% 2031,NSE
864001,SURYAROSNI,SURYA ROSHNI,NSE
864257,682MH32-SG,SDL MH 6.82% 2032,NSE
865025,687MH33-SG,SDL MH 6.87% 2033,NSE
865793,692HR36-SG,SDL HR 6.92% 2036,NSE
866305,SWARAJENG,SWARAJ ENGINES,NSE
866561,69AP39-SG,SDL AP 6.9% 2039,NSE
867073,SMLISUZU,SML ISUZU,NSE
867329,691AP40-SG,SDL AP 6.91% 2040,NSE
867585,AGARIND,AGARWAL INDS CORP,NSE
868097,696TS51-SG,SDL TS 6.96% 2051,NSE
868353,69JK33-SG,SDL JK 6.9% 2033,NSE
869377,TAINWALCHM,TAINWALA CHEMICAL AND PLA,NSE
871169,AJOONI,AJOONI BIOTECH,NSE
871681,TATACHEM,TATA CHEMICALS,NSE
873217,TATAELXSI,TATA ELXSI,NSE
874753,HONAUT,HONEYWELL AUTOMATION IND,NSE
876033,745IGT26-NC,,NSE
876801,76IGT26-ND,,NSE
877057,TATAPOWER,TATA POWER CO,NSE
877569,77IGT28-NE,,NSE
878593,TATACONSUM,TATA CONSUMER PRODUCT,NSE
878849,79IGT28-NF,,NSE
879361,BBOX,BLACK BOX,NSE
881153,749IGT28-NG,,NSE
883457,769IGT28-NH,,NSE
884737,TATAMOTORS,TATA MOTORS,NSE
884993,795IGT31-NI,,NSE
886785,82IGT31-NJ,,NSE
887297,TFCILTD,TOURISM FINANCE CORP. OF,NSE
888321,772IGT31-NK,,NSE
889601,THERMAX,THERMAX,NSE
889857,797IGT31-NL,,NSE
891137,THOMASCOOK,THOMAS COOK (INDIA),NSE
891393,CLSEL,CHAMAN LAL SETIA EXP,NSE
891905,TIL,TIL,NSE
894465,PGINVIT-IV,POWERGRID INFRA. INVITS,NSE
894977,TIRUMALCHM,THIRUMALAI CHEMICALS,NSE
895745,TATASTEEL,TATA STEEL,NSE
897537,TITAN,TITAN COMPANY,NSE
897793,MAFANG,MIRAEAMC - MAFANG,NSE
898305,TNPETRO,TAMILNADU PETROPRODUCTS L,NSE
898817,677RJ31-SG,SDL RJ 6.77% 2031,NSE
899073,TNTELE,TAMILNADU TELECOMMUNICATI,NSE
899329,694AP37-SG,SDL AP 6.94% 2037,NSE
899585,694AP38-SG,SDL AP 6.94% 2038,NSE
900097,613RJ26-SG,SDL RJ 6.13% 2026,NSE
900353,679HR31-SG,SDL HR 6.79% 2031,NSE
900609,TORNTPHARM,TORRENT PHARMACEUTICALS L,NSE
900865,683WB31A-SG,SDL WB 6.83% 2031,NSE
901121,684MH32-SG,SDL MH 6.84% 2032,NSE
901633,688MH33-SG,SDL MH 6.88% 2033,NSE
901889,69MZ33-SG,SDL MZ 6.9% 2033,NSE
903681,AXISBPSETF,AXISAMC - AXISBPSETF,NSE
907777,TTKPRESTIG,TTK PRESTIGE,NSE
909569,EQUIPPP-BE,EQUIPPP SOC IMP TECH,NSE
912129,ADANIGREEN,ADANI GREEN ENERGY,NSE
913153,683MH32-SG,SDL MH 6.83% 2032,NSE
913921,UCAL,UCAL,NSE
914177,684HR32-SG,SDL HR 6.84% 2032,NSE
914945,687MH33A-SG,SDL MH 6.87% 2033,NSE
915201,696AP35-SG,SDL AP 6.96% 2035,NSE
915457,696AP36-SG,SDL AP 6.96% 2036,NSE
915713,698TS41-SG,SDL TS 6.98% 2041,NSE
915969,696TN51-SG,SDL TN 6.96% 2051,NSE
916225,UNICHEMLAB,UNICHEM LABORATORIES,NSE
916481,696TN56-SG,SDL TN 6.96% 2056,NSE
918017,MOKSH,MOKSH ORNAMENTS,NSE
923393,UNIVCABLES,UNIVERSAL CABLES,NSE
923649,AXISHCETF,AXISAMC - AXISHCETF,NSE
928257,HEALTHIETF,ICICIPRAMC - ICICIPHARM,NSE
931073,JUBLPHARMA,JUBILANT PHARMOVA,NSE
931329,61RJ26-SG,SDL RJ 6.1% 2026,NSE
932097,676RJ31-SG,SDL RJ 6.76% 2031,NSE
932609,678SK31-SG,SDL SK 6.78% 2031,NSE
933121,699TN41-SG,SDL TN 6.99% 2041,NSE
933377,VARDMNPOLY,VARDHMAN POLYTEX,NSE
933633,697TN46-SG,SDL TN 6.97% 2046,NSE
934401,639BR27-SG,SDL BR 6.39% 2027,NSE
935681,678KL31-SG,SDL KL 6.78% 2031,NSE
935937,684KL33-SG,SDL KL 6.84% 2033,NSE
936705,678MH31-SG,SDL MH 6.78% 2031,NSE
938241,683MH32A-SG,SDL MH 6.83% 2032,NSE
940033,SOLARA,SOLARA ACTIVE PHA SCI,NSE
941057,VESUVIUS,VESUVIUS INDIA,NSE
944385,704AP40-SG,SDL AP 7.04% 2040,NSE
945153,704AP41-SG,SDL AP 7.04% 2041,NSE
945665,VINDHYATEL,VINDHYA TELELINKS,NSE
945921,645BR27-SG,SDL BR 6.45% 2027,NSE
946177,695HR33-SG,SDL HR 6.95% 2033,NSE
946433,704JK36-SG,SDL JK 7.04% 2036,NSE
946945,GAYAHWS-BE,GAYATRI HIGHWAYS,NSE
947457,696KL34-SG,SDL KL 6.96% 2034,NSE
947969,VIPIND,VIP INDUSTRIES,NSE
948225,681MH31-SG,SDL MH 6.81% 2031,NSE
948993,686MH32-SG,SDL MH 6.86% 2032,NSE
949761,685NL31A-SG,SDL NL 6.85% 2031,NSE
950529,684RJ31-SG,SDL RJ 6.84% 2031,NSE
951041,VLSFINANCE,VLS FINANCE,NSE
951297,705RJ41-SG,SDL RJ 7.05% 2041,NSE
951809,VOLTAS,VOLTAS,NSE
952065,703TN46-SG,SDL TN 7.03% 2046,NSE
952577,TATACOMM,TATA COMMUNICATIONS,NSE
952833,703TN51-SG,SDL TN 7.03% 2051,NSE
953345,VSTIND,VST INDUSTRIES,NSE
953601,705TS41-SG,SDL TS 7.05% 2041,NSE
953857,665WB28-SG,SDL WB 6.65% 2028,NSE
954113,ANMOL,ANMOL INDIA,NSE
956417,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,NSE
957953,SGBMAY29I-GB,2.5%GOLDBONDS2029SR-I,NSE
958209,SGBJUN29II-GB,2.5%GOLDBONDS2029SR-II,NSE
958465,FINEORG,FINE ORGANIC IND.,NSE
959489,WEIZMANIND,WEIZMANN,NSE
960001,672GJ30-SG,SDL GJ 6.72% 2030,NSE
960513,68RJ31-SG,SDL RJ 6.8% 2031,NSE
961281,681PN31-SG,SDL PN 6.81% 2031,NSE
961793,VENKEYS,VENKY S (INDIA),NSE
962049,70AP38-SG,SDL AP 7.0% 2038,NSE
962817,RITES,RITES,NSE
963073,701AP39-SG,SDL AP 7.01% 2039,NSE
963329,707RJ46-SG,SDL RJ 7.07% 2046,NSE
964097,WHEELS,WHEELS INDIA,NSE
964353,704TS51-SG,SDL TS 7.04% 2051,NSE
965633,WILLAMAGOR,WILLIAMSON MAGOR,NSE
966657,IWEL,INOX WIND ENERGY,NSE
969473,WIPRO,WIPRO,NSE
972545,WSTCSTPAPR,WEST COAST PAPER MILLS LT,NSE
972801,SGBJU29III-GB,2.5%GOLDBONDS2029SR-III,NSE
975105,VINEETLAB-BE,VINEET LABORATORIES,NSE
975873,ZEEL,ZEE ENTERTAINMENT ENT,NSE
976129,ARIHANTCAP,ARIHANT CAPITAL MKTS,NSE
978177,ZODIACLOTH,ZODIAC CLOTHING CO.,NSE
979713,ZUARIIND,ZUARI INDUSTRIES,NSE
981505,BHARATRAS,BHARAT RASAYAN,NSE
982273,TOKYOPLAST,TOKYO PLAST INTL,NSE
987393,VARROC,VARROC ENGINEERING,NSE
993281,SOMANYCERA,SOMANY CERAMICS,NSE
996353,HATSUN,HATSUN AGRO PRODUCT,NSE
999937,CAPLIPOINT,CAPLIN POINT LAB,NSE
1000449,PREMIERPOL,PREMIER POLYFILM,NSE
1001473,KHAITANLTD,KHAITAN (INDIA)LTD.,NSE
1003009,NATCOPHARM,NATCO PHARMA,NSE
1011201,JAKHARIA-ST,JAKHARIA FABRIC,NSE
1014529,GOCLCORP,GOCL CORPORATION,NSE
1015041,REMSONSIND,REMSONS INDUSTRIES,NSE
1016833,PARASPETRO,PARAS PETROFILS,NSE
1018881,TNPL,TAMILNADU NEWSPRT & PAPER,NSE
1020673,GREENPLY,GREENPLY INDUSTRIES,NSE
1025793,CORALFINAC,CORAL INDIA FIN & HOUS LT,NSE
1026561,PVP,PVP VENTURES,NSE
1027585,NAVA,NAVA,NSE
1033473,AUSOMENT,AUSOM ENTERPRISE,NSE
1034241,EIMCOELECO,EIMCO ELECON (INDIA),NSE
1034497,JAYAGROGN,JAYANT AGRO ORGANICS,NSE
1038081,PANACEABIO,PANACEA BIOTEC,NSE
1040385,CUBEXTUB,CUBEX TUBINGS,NSE
1041153,MARICO,MARICO,NSE
1045249,AMBANIORGO-SM,AMBANI ORGOCHEM,NSE
1050881,SILINV,SIL INVESTMENTS,NSE
1053697,HBSL,HB STOCKHOLDINGS,NSE
1057281,REGENCERAM,REGENCY CERAMICS,NSE
1058817,BIOFILCHEM,BIOFIL CHEM & PHARMA,NSE
1059329,GS070625C-GS,GOI STRIPS C 070625,NSE
1062145,GS120625C-GS,GOI STRIPS C 120625,NSE
1063425,GS150625C-GS,GOI STRIPS C 150625,NSE
1064449,GS170625C-GS,GOI STRIPS C 170625,NSE
1065217,GS230625C-GS,GOI STRIPS C 230625,NSE
1068545,GS300625C-GS,GOI STRIPS C 300625,NSE
1068801,GS020725C-GS,GOI STRIPS C 020725,NSE
1069569,GS100825C-GS,GOI STRIPS C 100825,NSE
1069825,SUNDRMBRAK,SUNDARAM BRAK LININGS,NSE
1070081,GS220825C-GS,GOI STRIPS C 220825,NSE
1070849,GS090925C-GS,GOI STRIPS C 090925,NSE
1071105,SANGAMIND,SANGAM (INDIA),NSE
1075457,SOMATEX,SOMA TEXTILES & INDUST LT,NSE
1075713,GS150925C-GS,GOI STRIPS C 150925,NSE
1076225,MOTHERSON,SAMVRDHNA MTHRSN INTL,NSE
1076481,GS200925C-GS,GOI STRIPS C 200925,NSE
1078273,UCL-SM,USHANTI COLOUR CHEM,NSE
1079041,GS101025C-GS,GOI STRIPS C 101025,NSE
1080577,VISAKAIND,VISAKA INDUSTRIES,NSE
1080833,GS261025C-GS,GOI STRIPS C 261025,NSE
1084161,WENDT,WENDT (INDIA),NSE
1086465,HDFCAMC,HDFC AMC,NSE
1086977,GS101125C-GS,GOI STRIPS C 101125,NSE
1088001,GS071225C-GS,GOI STRIPS C 071225,NSE
1089025,GS121225C-GS,GOI STRIPS C 121225,NSE
1095425,DENORA,DE NORA INDIA,NSE
1097729,943ECL28-NJ,,NSE
1098753,985ECL28-NK,,NSE
1099265,BDR-IT,BDR BUILDCON,NSE
1100545,STERTOOLS,STERLING TOOLS,NSE
1102337,SHRIRAMFIN,SHRIRAM FINANCE,NSE
1104385,GS151225C-GS,GOI STRIPS C 151225,NSE
1106689,GS171225C-GS,GOI STRIPS C 171225,NSE
1107201,GS231225C-GS,GOI STRIPS C 231225,NSE
1108481,GS311225C-GS,GOI STRIPS C 311225,NSE
1108993,GS020126C-GS,GOI STRIPS C 020126,NSE
1111297,GS100226C-GS,GOI STRIPS C 100226,NSE
1111809,GS220226C-GS,GOI STRIPS C 220226,NSE
1112065,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,NSE
1117185,GS090326C-GS,GOI STRIPS C 090326,NSE
1117697,GS150326C-GS,GOI STRIPS C 150326,NSE
1118209,GS200326C-GS,GOI STRIPS C 200326,NSE
1120769,SENSEXIETF,ICICI PRUD SENSEX ETF,NSE
1121537,GS100426C-GS,GOI STRIPS C 100426,NSE
1121793,GS260426C-GS,GOI STRIPS C 260426,NSE
1122305,GS100526C-GS,GOI STRIPS C 100526,NSE
1123073,GS070626C-GS,GOI STRIPS C 070626,NSE
1123585,GS120626C-GS,GOI STRIPS C 120626,NSE
1124097,GULFOILLUB,GULF OIL LUB. IND.,NSE
1124609,GS150626C-GS,GOI STRIPS C 150626,NSE
1124865,MIRZAINT,MIRZA INTERNATIONAL LIMIT,NSE
1125121,GS220261P-GS,GOI STRIPS P 220261,NSE
1128705,GS151226C-GS,GOI STRIPS C 151226,NSE
1128961,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,NSE
1131777,CREDITACC,CREDITACCESS GRAMEEN,NSE
1132033,INDIANCARD,INDIAN CARD CLOTHING CO.,NSE
1132289,GS220230C-GS,GOI STRIPS C 220230,NSE
1133313,GS220830C-GS,GOI STRIPS C 220830,NSE
1133825,GS220231C-GS,GOI STRIPS C 220231,NSE
1134337,GS220831C-GS,GOI STRIPS C 220831,NSE
1134593,GS220236C-GS,GOI STRIPS C 220236,NSE
1147137,AARTIDRUGS,AARTI DRUGS,NSE
1148673,ALKYLAMINE,ALKYL AMINES CHEM.,NSE
1149697,JCHAC,JOHNSON CONTROLS HITACHI,NSE
1150465,GS220836C-GS,GOI STRIPS C 220836,NSE
1152769,MPHASIS,MPHASIS,NSE
1157121,GS220240C-GS,GOI STRIPS C 220240,NSE
1157633,SIGIND,SIGNET INDUSTRIES,NSE
1158401,DYNAMATECH,DYNAMATIC TECHNOLOGIES,NSE
1159425,NEXT50IETF,ICICIPRAMC - ICICINXT50,NSE
1163777,GS220840C-GS,GOI STRIPS C 220840,NSE
1165313,GS220250C-GS,GOI STRIPS C 220250,NSE
1165569,GS220850C-GS,GOI STRIPS C 220850,NSE
1166081,GS220261C-GS,GOI STRIPS C 220261,NSE
1166337,703TS51-SG,SDL TS 7.03% 2051,NSE
1167873,565TN25-SG,SDL TN 5.65% 2025,NSE
1168897,RUCHINFRA,RUCHI INFRASTRUCTURE,NSE
